web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584088244-6552","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","jose j.","Incomplete book","Reviewed in the United States on August 22, 2016","Why the story is not complete? I lost a lot of detail in the erase page, this is the normal book?","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_146?ie=UTF8&filterByStar=four_star&pageNumber=146&reviewerType=all_reviews&sortBy=recent"
"1584088153-6141","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","K. Fish","Potterhead","Reviewed in the United States on September 29, 2016","This wasn't exacatly what I was expecting but I love the fact that the Harry Potter story line continues.  It was interesting to read parts of the story from another perspective and I enjoyed the insight I gained from different characters personalities.  I don't want to go into too much detail in fear of spoiling the story.  I would read this again, but maybe not as frequently as the original series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_105?ie=UTF8&filterByStar=four_star&pageNumber=105&reviewerType=all_reviews&sortBy=recent"
"1584088025-5565","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","L. Cooper","Harry Potter and the Cursed Child - whens the movie going to be produced?","Reviewed in the United States on December 9, 2016","This is a play script, not a book. But still it reads like it fits right in with the other Harry Potter novels. Basically, the story starts off right where the postscript of the movie Death Hallow part 2 left off, with Harry, Ginny and sons at Platform 9 3/4 as Albus Severus Potter prepares to leave for his first year at Hogwarts and is worrying about being sorted into Slytherin.

I will try to avoid spoilers, but let's just say Albus makes best friends with Scorpius Malfoy, who seems to have fallen far from his father's and grandfather's tree.

There's a timeturner involved, a prophecy, and the return of Voldemort.

That should be enough to get you hooked.  For me, I am waiting for the play to come to the USA and then I have to figure out how to secure some of the tickets which will may be sold out for decades in advance.

And if you figure it out, tell me who the cursed child is supposed to be.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=four_star&pageNumber=47&reviewerType=all_reviews&sortBy=recent"
"1584088295-6787","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Emily","Great, but smelly","Reviewed in the United States on August 8, 2016","I love the size of this wallet. It has a spot for everything . My one complaint is that the wallet smelled terrible when I got it, like plastic or something . It even made my purse smell. It's been about a week now and has gone almost completely away though","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_169?ie=UTF8&filterByStar=four_star&pageNumber=169&reviewerType=all_reviews&sortBy=recent"
"1584088034-5606","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Valerie Feld","It was good but I didn't like it as well as the ...","Reviewed in the United States on November 26, 2016","It was good but I didn't like it as well as the other books. I'm not a big fan of that writing style.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=four_star&pageNumber=51&reviewerType=all_reviews&sortBy=recent"
"1584088063-5732","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","bob parr","Four Stars","Reviewed in the United States on October 24, 2016","was in theatre so the play form niot a distraction","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&filterByStar=four_star&pageNumber=64&reviewerType=all_reviews&sortBy=recent"
"1584088161-6182","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","JustinCredible","Good story, not a fan of the script format.","Reviewed in the United States on September 21, 2016","I'm a big Potter fan and this really does feel like a Potter story, but why they released a book in script form is beyond me.
The story is there, it wouldn't take much to write it out as an actual book.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&filterByStar=four_star&pageNumber=109&reviewerType=all_reviews&sortBy=recent"
"1584088211-6400","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Robert Carlson","Four Stars","Reviewed in the United States on September 1, 2016","I'm old and reading a play took me some time.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&filterByStar=four_star&pageNumber=131&reviewerType=all_reviews&sortBy=recent"
"1584087954-5255","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","nathan correa","I genuinely enjoyed Harry Potter and the Cursed Child","Reviewed in the United States on October 24, 2017","I genuinely enjoyed Harry Potter and the Cursed Child, but there was noticeably a lack of character development for the older characters along with pointless cameos.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=four_star&pageNumber=16&reviewerType=all_reviews&sortBy=recent"
"1584088161-6179","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Jet1988","while it's a great story, it's not the same","Reviewed in the United States on September 22, 2016","I was very excited to read this new Harry Potter book!

Having high expectations, even though I knew it wasn't solely written by JKR, I read it in one day.

The way I describe it as such: while it's a great story, it's not the same. The flow and way the characters act do not correlate with the original books. You can tell that JKR didn't write a lot of it, it just doesn't have her flair (her imagination is there,  but character development was very much lost).

That being said, good story,  but don't go in comparing it to the other books, if you compare it,  you'll be very much disappointed.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&filterByStar=four_star&pageNumber=109&reviewerType=all_reviews&sortBy=recent"
"1584088088-5849","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Rides1bigbroom","would have enjoyed a novel much more","Reviewed in the United States on October 9, 2016","Th play format, would have enjoyed a novel much more","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&filterByStar=four_star&pageNumber=76&reviewerType=all_reviews&sortBy=recent"
"1584088018-5535","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kevin Davies","Above par","Reviewed in the United States on December 15, 2016","I didn't quite like the play format but after reading it for a while I got used to it. Keep reading into it it gets better towards the middle.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=four_star&pageNumber=44&reviewerType=all_reviews&sortBy=recent"
"1584088076-5798","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Four Stars","Reviewed in the United States on October 16, 2016","The play was good, even though it was totally predictable and short for a Harry Potter book.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_70?ie=UTF8&filterByStar=four_star&pageNumber=70&reviewerType=all_reviews&sortBy=recent"
"1584087935-5167","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Leo Lamphier","Not the greatest of Harry Potter story's, but an enjoyable read none the less.","Reviewed in the United States on November 15, 2018","It's a good read. Not the greatest of Harry Potter story's, but an enjoyable read none the less. I feel time travel is a hard thing to get right, and they did get most of it right. I did notice a couple small things that seemed to be mistakes In the story though. Nothing to major, and I won't go into detail for fear of spoiling the ending. Since the mistakes if they are mistakes, and not misstakes in my memory happen in the end of the story. I would recommend Harry Potter fans read this, and I would love to see the show one day.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=four_star&pageNumber=7&reviewerType=all_reviews&sortBy=recent"
"1584088088-5854","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Thanks","Reviewed in the United States on October 9, 2016","I enjoyed latter half of it very much though the plot was one of old ones.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&filterByStar=four_star&pageNumber=76&reviewerType=all_reviews&sortBy=recent"
"1584088231-6490","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","CeCe","Unique Twist, keep an open Mind","Reviewed in the United States on August 26, 2016","I thought it was a unique twist. Growing up with Harry Potter and the books releases 8 always dreamt of the future. Like I said it was a unique twist not far off from JK thoughts. Would really like to see the play","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&filterByStar=four_star&pageNumber=140&reviewerType=all_reviews&sortBy=recent"
"1584087974-5343","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Gabriela Ranna","Not a Harry Potter book","Reviewed in the United States on May 3, 2017","I'm a huge Harry Potter fan. When I first heard about a ""new"" Harry Potter book, of course I went crazy about it. But when I discovered it was some kind of script, I was not so crazy about it anymore. Afterwards, a lot of friends who read it recommended the reading. Even so I was incertain about the book. Anyways, I finally bought it and read it in no time. And, even though the book have a very interesting story, it's not Harry Potter style at all. It was not written by J.K Rowling and yes, it is a play's script, which means it's a very straightforward narrative. The lack of details and descriptions made me not fall in love with this book. It coud be an amazing story if written by J.K. Rowling, but as it is, it's not. So, if you don't want to dive into the magical world of Harry Potter through a rich detailed novel, only want to know the ""whos"", ""whens"" and ""hows"", I think you could like it better than me.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=four_star&pageNumber=25&reviewerType=all_reviews&sortBy=recent"
"1584088305-6827","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","PraeValien","Fun read!","Reviewed in the United States on August 7, 2016","A glimpse into the past. Wish I could see this play!  Great storytelling, and touching in all the right ways.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_173?ie=UTF8&filterByStar=four_star&pageNumber=173&reviewerType=all_reviews&sortBy=recent"
"1584087990-5416","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Herbert P. B. Mercer","If you love Potter, you will enjoy reading the play","Reviewed in the United States on January 31, 2017","After the thrill of reading the Harry Potter novels, the play fails to enchant. Of course, reading Hamlet is very different from being at the theater, and that counts, too. As a lover of the Potter series, I enjoyed  reading the play to follow a development where Harry and friends play second fiddle to their children.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&filterByStar=four_star&pageNumber=32&reviewerType=all_reviews&sortBy=recent"
"1584088184-6284","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Cyndi White","Harry Potter and the Cursed Child, Parts 1...","Reviewed in the United States on September 11, 2016","Can't say it's as well written as all of JK Rowling's other books, but it was a good read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&filterByStar=four_star&pageNumber=119&reviewerType=all_reviews&sortBy=recent"
"1584087950-5237","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Barbara","Pretty good. Mostly.","Reviewed in the United States on December 28, 2017","Ok. Im just going to say this: TROLLEY LADY. But otherwise good. I would give it five stars, but it feels odd since it's based on the original harry potter seiries (the characters at least). :)","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=four_star&pageNumber=14&reviewerType=all_reviews&sortBy=recent"
"1584088163-6194","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","If you liked the original books","Reviewed in the United States on September 20, 2016","If you liked the original books, then you will enjoy this book based entirely on nostalgia.  This book however definitely doesn't stand on its own as a great book.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_110?ie=UTF8&filterByStar=four_star&pageNumber=110&reviewerType=all_reviews&sortBy=recent"
"1584088311-6853","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","P. Daley","Enjoyable Book","Reviewed in the United States on August 5, 2016","I did not find the script style writing distracting after the first couple pages.  In fact, as I went on, it felt like any other book.  The story was fun.  The story has some more emotional complexity to it, as it relates to interactions between characters.  For the many that are disappointed, I think they simply wanted all their favorite characters to not grow up past the age of 18.  In fact, the Deathly Hallows epilogue felt like adults talking like 18 year olds, and not parents.  The Cursed Child feels like adults talking like adults, and teenagers being teenagers.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_176?ie=UTF8&filterByStar=four_star&pageNumber=176&reviewerType=all_reviews&sortBy=recent"
"1584088184-6282","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","shc","but I like that JK Rowling was able to explore different scenarios ...","Reviewed in the United States on September 11, 2016","Slow beginning, but I like that JK Rowling was able to explore different scenarios that did not take place in books 1-7.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&filterByStar=four_star&pageNumber=119&reviewerType=all_reviews&sortBy=recent"
"1584088328-6936","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Destiny Jade","Nice moments, too little detail","Reviewed in the United States on August 3, 2016","Let me start off by saying I am a huge Harry Potter fan. I did however, brace myself prior to reading this book. I was aware that J.K. Rowling was most likely only minimally involved and that it wasn't going to read the same since it was a screen play. I think that knowledge and preparation made it easier for me to enjoy this book. The biggest issue with it? That was probably the fact that it tried to do so much with so little. Plays have to be short enough to sit through, yet this one spanned great amounts of time and jumped around. It therefore lacked the detail necessary at times to make plot twists believable. I found myself sitting there wondering 'how?' and 'why' way too many times. I think that was the hardest part for most Potter fans and why so many say it reads like a fanfic. It simply doesn't take the time to develop and explain things and simply relies on people taking everything in stride. That being said, I felt there were some truly 'Harry Potter' moments. I got a little teary eyed and nostalgic at times, and that is really why I enjoyed it. I would not recommend comparing this to the books. There is no contest. It has no where near the talent in it that they did. That being said, it certainly has a place in the Harry Potter world.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&filterByStar=four_star&pageNumber=184&reviewerType=all_reviews&sortBy=recent"
"1584088034-5608","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Alex","Gripping story","Reviewed in the United States on November 25, 2016","The story of albus and Scorpio are fun.  It's nice to see the aftermath of Harry Potter coming to terms with the s***ty situations fumble sore put him through.  Time travel however is a tired plot device and the story could have made better use of it like in what was in the third book","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=four_star&pageNumber=51&reviewerType=all_reviews&sortBy=recent"
"1584088157-6166","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Thoughtbloom","Go in with an open mind . . .","Reviewed in the United States on September 25, 2016","This was a really great story about overcoming the past, family, and the power of friendship. The beginning was a bit slow as they set up the characters of Albus Severus Potter and Scorpius Malfoy. The second half bumped up my opinion of the book considerably once we got into the meat of the plot. It just took awhile to get there. Basically, Albus Severus is trying to go back in time to right a wrong of his father's but ends up messing up the fabric of time. I really enjoyed seeing how small changes altered the current reality so much. The friendship between the two boys was really great and reminded me of the trio in its strength and resolve. Some of the older generation felt a bit out of character at the beginning but I feel like the characters kind of found themselves again but the end of the book.

This isn't really just another Harry Potter book so don't expect it to be like the other ones. Go in with an open mind to a slightly different writing style, an entirely different format, and new characters. It is a good read but some die hard Harry Potter fans might be a bit let down if they were really looking for a direct continuation of the seven books JK Rowling wrote about Harry Potter.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_107?ie=UTF8&filterByStar=four_star&pageNumber=107&reviewerType=all_reviews&sortBy=recent"
"1584087946-5211","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kindle Customer","Good book","Reviewed in the United States on March 15, 2018","I liked this book! The only bad thing is the fact that it is written like the play. 😃 😃","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=four_star&pageNumber=12&reviewerType=all_reviews&sortBy=recent"
"1584088195-6333","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Christy425","but I thought it was a good story and I enjoyed it","Reviewed in the United States on September 5, 2016","Okay, so it's not J.K. Rowling, but I thought it was a good story and I enjoyed it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_124?ie=UTF8&filterByStar=four_star&pageNumber=124&reviewerType=all_reviews&sortBy=recent"
"1584088337-6969","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Hans Cho","Fan Service","Reviewed in the United States on August 3, 2016","This is basically fan Service but who is going to complain cause we all want more of Harry Potter in our lives","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_188?ie=UTF8&filterByStar=four_star&pageNumber=188&reviewerType=all_reviews&sortBy=recent"
"1584087950-5236","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Mr77280zx","Great Play","Reviewed in the United States on December 29, 2017","This is a great “wrap up” of the Potter series. Although I am not sure you can say that it is left like many of the books open for the possibility of another adventure. It’s interesting to see how the adult Potter characters have progressed.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=four_star&pageNumber=14&reviewerType=all_reviews&sortBy=recent"
"1584088335-6965","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","M. K.","I don't understand why there is so much hate on this book","Reviewed in the United States on August 3, 2016","I don't understand why there is so much hate on this book. Is this the best Harry Potter book from the series? No. But it is a nice addition to the world of Harry Potter characters and to me it reads quite nicely. Though because it is written as a play script, you have to read it back as such. Going into this book knowing that it will and should read differently is the key. The story itself I think is above average with enough plot twists to keep the readers (at least me) interested and flipping through the pages. You can't be mad at JK for licensing out the story because we've all wanted another one so badly and she wouldn't write more. So this is the next best thing, take it or leave it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_187?ie=UTF8&filterByStar=four_star&pageNumber=187&reviewerType=all_reviews&sortBy=recent"
"1584088343-7002","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Four Stars","Reviewed in the United States on August 2, 2016","It's actually pretty good if you don't take it too seriously.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&filterByStar=four_star&pageNumber=191&reviewerType=all_reviews&sortBy=recent"
